600752,"KG200j","LG"
600753,"KG210","LG"
600754,"KG220","LG"
600755,"KG225","LG"
600756,"KG228","LG"
600757,"KG238","LG"
600758,"KG240","LG"
600759,"KG245","LG"
600760,"KG248","LG"
600761,"KG280","LG"
600762,"KG290","LG"
600763,"KG290UAE","LG"
600764,"KG296","LG"
600765,"KG300","LG"
600766,"KG300j","LG"
600767,"KG320","LG"
600768,"KG320UAE1","LG"
600769,"KG328","LG"
600770,"KG328C","LG"
600771,"KG330","LG"
600772,"KG338","LG"
600773,"KG70","LG"
600774,"KG77","LG"
600775,"KG800","LG"
600776,"KG800UAE","LG"
600777,"KG810","LG"
600778,"KG888","LG"
600779,"KG90","LG"
600780,"KG90N","LG"
600781,"KG90n_CMCC","LG"
600782,"KG920","LG"
600783,"KG928","LG"
600784,"KG98","LG"
600785,"KG99","LG"
600786,"KH1200","LG"
600787,"KH1300","LG"
600788,"KM500","LG"
600789,"KP175","LG"
600790,"KP200","LG"
600791,"KP202-V09","LG"
600792,"KP215","LG"
600793,"KP220","LG"
600794,"KP235","LG"
600795,"KP320","LG"
600796,"KP500","LG"
600797,"KS10","LG"
600798,"KS20","LG"
600799,"KS360","LG"
600800,"KT615","LG"
600801,"KU250","LG"
600802,"KU310","LG"
600803,"KU311","LG"
600804,"KU380","LG"
600805,"KU385","LG"
600806,"KU450","LG"
600807,"KU580","LG"
600808,"KU730","LG"
600809,"KU800","LG"
600810,"KU830","LG"
600811,"KU950","LG"
600812,"KU970","LG"
600813,"KU990","LG"
600814,"KV2400","LG"
600815,"KV4200","LG"
600816,"KW820","LG"
600817,"KX206","LG"
600818,"KX208","LG"
600819,"L1100","LG"
600820,"L1150","LG"
600821,"L1200","LG"
600822,"L1400","LG"
600823,"L1400i","LG"
600824,"L3100","LG"
600825,"L341i","LG"
600826,"L342i","LG"
600827,"L343i","LG"
600828,"L5100","LG"
600829,"L600V","LG"
600830,"L650V","LG"
600831,"LG/S30/Generic","LG"
600832,"LG/S40/Generic","LG"
600833,"LG/S50/Generic","LG"
600834,"LG/S60/Generic","LG"
600835,"LG/S80/Generic","LG"
600836,"LG125","LG"
600837,"LG1300I","LG"
600838,"LG150","LG"
600839,"LG200","LG"
600840,"LG2000","LG"
600841,"LG225","LG"
600842,"LG240","LG"
600843,"LG245","LG"
600844,"LG260","LG"
600845,"LG3200","LG"
600846,"LG325","LG"
600847,"LG3300","LG"
600848,"LG357","LG"
600849,"LG4600","LG"
600850,"LG490","LG"
600851,"LG500","LG"
600852,"LG5400","LG"
600853,"LG550","LG"
600854,"LG6100","LG"
600855,"LG6200","LG"
600856,"LG800","LG"
600857,"LG8380","LG"
600858,"LP1000","LG"
600859,"LX125VNO","LG"
600860,"LX140","LG"
600861,"LX150","LG"
600862,"LX160","LG"
600863,"LX260","LG"
600864,"LX350","LG"
600865,"LX535","LG"
600866,"LX5350","LG"
600867,"LX550","LG"
600868,"LX570","LG"
600869,"LX600","LG"
600870,"LX610","LG"
600871,"M4300","LG"
600872,"M4330","LG"
600873,"M4410","LG"
600874,"M6100 MIC","LG"
600875,"MD120","LG"
600876,"MD185","LG"
600877,"MD5330","LG"
600878,"ME240","LG"
600879,"ME240Q","LG"
600880,"ME500c","LG"
600881,"ME540c","LG"
600882,"ME550","LG"
600883,"ME591","LG"
600884,"ME591D","LG"
600885,"ME600D","LG"
600886,"ME770","LG"
600887,"ME770c","LG"
600888,"ME770d","LG"
600889,"ME830","LG"
600890,"ME850c","LG"
600891,"ME850d","LG"
600892,"ME970c","LG"
600893,"ME970d","LG"
600894,"MG100","LG"
600895,"MG100a","LG"
600896,"MG100c","LG"
600897,"MG105","LG"
600898,"MG110b","LG"
600899,"MG120b","LG"
600900,"MG125a","LG"
600901,"MG130","LG"
600902,"MG150d","LG"
600903,"MG155c","LG"
600904,"MG180c","LG"
